Customer ID,Last_Purchase_Date,Days_Since_Last_Purchase,Churn_Status,Country
12411,2010-10-26 09:25:00,410,Churned,Australia
12412,2011-09-26 10:16:00,75,At Risk,Denmark
12413,2011-10-04 09:00:00,67,At Risk,Spain
12413,2011-10-04 09:00:00,67,At Risk,France
12414,2011-05-06 14:51:00,217,Churned,Austria
12415,2011-11-15 14:22:00,24,Active,Australia
12416,2010-02-21 10:19:00,657,Churned,Australia
12417,2011-12-06 14:52:00,3,Active,Belgium
12417,2011-12-06 14:52:00,3,Active,Spain
12418,2011-08-19 11:08:00,113,Churned,Switzerland
12419,2010-11-19 10:04:00,386,Churned,Spain
12420,2011-10-07 08:55:00,64,At Risk,Cyprus
12421,2011-11-24 09:07:00,16,Active,Spain
12422,2011-09-05 09:48:00,96,Churned,Australia
12422,2011-09-05 09:48:00,96,Churned,Switzerland
12423,2011-12-09 10:10:00,1,Active,Denmark
12423,2011-12-09 10:10:00,1,Active,Belgium
12424,2011-06-30 12:06:00,163,Churned,Australia
12425,2011-09-22 17:31:00,78,At Risk,Portugal
12426,2011-05-29 12:26:00,195,Churned,Germany
12427,2011-11-18 08:56:00,22,Active,Germany
12428,2011-11-14 08:22:00,26,Active,Finland
12429,2011-11-30 17:22:00,9,Active,Denmark
12429,2011-11-30 17:22:00,9,Active,Austria
12430,2011-10-27 15:09:00,43,At Risk,Norway
12431,2011-11-04 11:55:00,36,At Risk,Belgium
12431,2011-11-04 11:55:00,36,At Risk,Australia
12432,2011-10-28 11:43:00,43,At Risk,Norway
12433,2011-12-09 10:02:00,1,Active,Norway
12434,2011-09-16 12:38:00,85,At Risk,Australia
12435,2011-09-21 09:06:00,80,At Risk,Denmark
12436,2011-09-01 12:09:00,100,Churned,Norway
12437,2011-12-08 11:35:00,2,Active,France
12438,2011-11-25 13:28:00,14,Active,Norway
12439,2010-01-26 12:11:00,683,Churned,Cyprus
12440,2010-09-03 13:11:00,462,Churned,Austria
12441,2010-12-08 10:45:00,367,Churned,France
12442,2011-12-06 14:22:00,3,Active,Spain
12443,2009-12-07 15:42:00,732,Churned,Norway
12444,2011-11-18 13:23:00,21,Active,Norway
12445,2011-11-17 18:43:00,22,Active,Spain
12446,2011-10-13 12:50:00,58,At Risk,RSA
12447,2011-04-10 13:25:00,243,Churned,Belgium
12448,2011-10-26 13:46:00,44,At Risk,Spain
12449,2011-11-17 13:46:00,22,Active,Denmark
12449,2011-11-17 13:46:00,22,Active,Belgium
12450,2011-07-06 14:41:00,156,Churned,Spain
12451,2011-11-29 08:40:00,11,Active,Switzerland
12452,2011-11-23 10:28:00,17,Active,Switzerland
12453,2011-07-28 14:08:00,134,Churned,Austria
12454,2011-10-14 17:13:00,56,At Risk,Spain
12455,2011-09-27 15:31:00,73,At Risk,Cyprus
12455,2011-09-27 15:31:00,73,At Risk,Spain
12456,2011-10-26 14:41:00,44,At Risk,Switzerland
12457,2011-10-04 13:13:00,66,At Risk,Switzerland
12457,2011-10-04 13:13:00,66,At Risk,Cyprus
12458,2011-09-29 15:25:00,71,At Risk,Switzerland
12459,2010-04-13 14:53:00,605,Churned,Spain
12460,2010-09-09 13:51:00,456,Churned,Belgium
12461,2011-09-06 16:57:00,94,Churned,Switzerland
12462,2011-11-21 09:11:00,19,Active,Spain
12463,2011-10-17 13:44:00,53,At Risk,Belgium
12464,2011-11-29 13:33:00,10,Active,Belgium
12465,2011-11-22 16:34:00,17,Active,Belgium
12466,2010-01-26 16:26:00,682,Churned,France
12467,2010-10-12 15:41:00,423,Churned,USA
12468,2011-06-05 11:36:00,188,Churned,Germany
12469,2010-07-05 12:40:00,523,Churned,Thailand
12470,2010-01-19 11:01:00,690,Churned,Unspecified
12471,2011-12-07 15:43:00,2,Active,Germany
12472,2011-11-07 14:01:00,32,At Risk,Germany
12473,2011-11-10 13:46:00,29,Active,Germany
12474,2011-11-22 14:39:00,17,Active,Germany
12475,2011-10-17 10:10:00,54,At Risk,Germany
12476,2011-11-24 12:40:00,16,Active,Germany
12477,2011-11-17 09:51:00,23,Active,Germany
12478,2011-12-06 09:56:00,4,Active,Greece
12479,2011-11-28 13:26:00,11,Active,Germany
12480,2011-11-11 14:52:00,28,Active,Germany
12481,2011-11-17 08:29:00,23,Active,Germany
12482,2010-05-12 16:51:00,576,Churned,Sweden
12483,2011-11-22 17:02:00,17,Active,Sweden
12484,2011-11-07 11:37:00,33,At Risk,Spain
12485,2010-06-28 15:22:00,529,Churned,Sweden
12486,2010-10-04 12:14:00,432,Churned,Sweden
12487,2009-12-09 11:36:00,731,Churned,Sweden
12488,2011-11-30 08:50:00,10,Active,France
12489,2011-01-07 13:13:00,336,Churned,France
12490,2011-12-04 16:07:00,5,Active,France
12491,2011-11-01 12:18:00,39,At Risk,France
12492,2011-10-07 15:15:00,63,At Risk,Germany
12493,2011-06-27 10:17:00,166,Churned,France
12494,2011-11-24 09:34:00,16,Active,France
12495,2010-03-09 10:53:00,641,Churned,Sweden
12496,2010-03-29 14:06:00,620,Churned,Spain
12497,2011-09-19 12:29:00,82,At Risk,Germany
12498,2011-11-18 12:53:00,21,Active,Germany
12499,2010-05-28 15:12:00,560,Churned,Germany
12500,2011-11-16 16:20:00,23,Active,Germany
12501,2011-01-07 12:28:00,337,Churned,Germany
12502,2011-09-05 11:52:00,96,Churned,Spain
12503,2010-05-04 13:59:00,584,Churned,Spain
12504,2011-11-21 16:02:00,18,Active,Germany
12505,2010-10-27 09:18:00,409,Churned,Italy
12506,2011-04-21 08:54:00,233,Churned,France
12507,2011-07-28 17:09:00,134,Churned,Spain
12508,2011-11-13 15:37:00,26,Active,France
12509,2011-02-28 14:45:00,284,Churned,France
12510,2011-07-20 10:15:00,143,Churned,Spain
12511,2010-10-07 10:39:00,429,Churned,Greece
12512,2011-10-04 14:55:00,66,At Risk,Israel
12513,2011-08-19 10:51:00,113,Churned,France
12514,2011-03-17 16:38:00,267,Churned,Italy
12515,2010-12-21 15:43:00,353,Churned,Italy
12516,2011-09-23 09:13:00,78,At Risk,Germany
12517,2011-11-11 14:04:00,28,Active,Germany
12518,2011-12-09 10:13:00,1,Active,Germany
12519,2011-10-07 09:26:00,64,At Risk,Germany
12520,2011-09-21 15:23:00,79,At Risk,Germany
12521,2011-07-20 10:51:00,143,Churned,Germany
12522,2011-10-31 15:30:00,39,At Risk,Germany
12523,2011-11-20 12:55:00,19,Active,France
12524,2011-11-30 15:31:00,9,Active,Germany
12525,2010-07-29 16:08:00,498,Churned,France
12526,2011-12-09 12:09:00,1,Active,Germany
12527,2011-09-19 11:55:00,82,At Risk,Germany
12528,2011-11-30 14:40:00,9,Active,Germany
12529,2010-06-29 13:10:00,528,Churned,France
12530,2011-10-11 12:34:00,60,At Risk,Germany
12531,2011-11-25 11:12:00,15,Active,Germany
12532,2011-11-09 13:47:00,30,Active,France
12533,2010-03-22 10:56:00,628,Churned,Germany
12534,2011-08-01 10:26:00,131,Churned,Germany
12535,2011-09-09 08:48:00,92,Churned,France
12536,2011-10-27 14:20:00,43,At Risk,France
12537,2010-10-27 08:36:00,409,Churned,Sweden
12538,2011-11-10 17:16:00,29,Active,Spain
12539,2011-11-17 13:30:00,22,Active,Spain
12540,2011-11-20 11:31:00,20,Active,Spain
12541,2011-11-10 10:40:00,30,Active,Spain
12542,2010-08-12 19:12:00,484,Churned,Spain
12543,2010-09-17 15:51:00,448,Churned,Spain
12544,2011-11-03 16:15:00,36,At Risk,Spain
12545,2011-09-25 13:39:00,75,At Risk,Spain
12546,2011-10-24 12:09:00,47,At Risk,Spain
12547,2011-05-26 12:38:00,198,Churned,Spain
12548,2011-06-26 15:35:00,166,Churned,Spain
12549,2010-05-13 12:05:00,576,Churned,USA
12550,2011-09-21 14:35:00,79,At Risk,Spain
12551,2010-12-17 11:23:00,358,Churned,Spain
12552,2011-11-01 10:02:00,39,At Risk,Italy
12553,2011-12-01 16:38:00,8,Active,France
12554,2010-09-17 12:29:00,449,Churned,Spain
12555,2010-01-26 16:26:00,682,Churned,Spain
12556,2011-10-20 13:06:00,50,At Risk,Spain
12557,2011-11-23 16:59:00,16,Active,Spain
12558,2011-12-02 10:41:00,8,Active,USA
12559,2011-02-02 09:49:00,311,Churned,Germany
12560,2011-12-04 13:54:00,5,Active,Germany
12561,2011-02-10 11:39:00,303,Churned,Germany
12562,2011-12-01 17:20:00,8,Active,France
12563,2010-10-27 09:52:00,409,Churned,Italy
12564,2011-03-23 14:55:00,261,Churned,France
12565,2011-02-24 10:34:00,289,Churned,Saudi Arabia
12566,2011-09-14 14:30:00,86,At Risk,Germany
12567,2011-11-17 11:02:00,23,Active,France
12568,2010-03-05 09:15:00,645,Churned,Germany
12569,2011-12-07 16:24:00,2,Active,Germany
12570,2010-01-26 17:28:00,682,Churned,Spain
12571,2011-10-31 10:19:00,40,At Risk,France
12572,2011-12-01 09:20:00,9,Active,Germany
12573,2011-04-26 15:52:00,227,Churned,France
12574,2011-01-28 09:20:00,316,Churned,France
12575,2010-09-08 13:09:00,457,Churned,France
12576,2011-11-04 10:11:00,36,At Risk,Poland
12577,2011-11-04 13:24:00,35,At Risk,France
12578,2011-11-18 13:30:00,21,Active,Italy
12579,2011-09-22 17:15:00,78,At Risk,France
12580,2011-04-07 10:24:00,247,Churned,Germany
12581,2011-10-31 08:56:00,40,At Risk,Germany
12582,2011-04-15 08:45:00,239,Churned,Finland
12583,2011-12-07 08:07:00,3,Active,France
12584,2011-12-06 09:35:00,4,Active,Italy
12585,2011-04-19 13:39:00,234,Churned,Germany
12586,2011-11-22 16:24:00,17,Active,Italy
12587,2011-12-02 12:47:00,8,Active,Finland
12588,2011-10-31 15:01:00,39,At Risk,Finland
12589,2011-11-11 10:19:00,29,Active,France
12590,2011-05-12 14:52:00,211,Churned,Germany
12591,2011-01-26 14:35:00,317,Churned,Italy
12592,2011-09-08 15:04:00,92,Churned,Germany
12593,2011-08-23 12:43:00,109,Churned,France
12594,2011-11-02 12:20:00,38,At Risk,Italy
12595,2010-07-23 09:10:00,505,Churned,Germany
12596,2011-10-19 13:02:00,51,At Risk,Spain
12597,2011-11-20 13:33:00,19,Active,Spain
12598,2011-11-30 12:18:00,10,Active,France
12599,2011-11-10 13:34:00,29,Active,France
12600,2011-11-11 10:29:00,29,Active,Germany
12601,2011-06-03 10:17:00,190,Churned,Germany
12602,2011-10-12 11:22:00,59,At Risk,France
12603,2011-11-18 10:42:00,22,Active,Germany
12604,2011-09-21 14:08:00,79,At Risk,France
12605,2010-11-28 14:18:00,376,Churned,Germany
12606,2010-01-26 16:23:00,682,Churned,Spain
12607,2011-10-10 16:06:00,60,At Risk,USA
12608,2010-10-31 10:49:00,405,Churned,United Kingdom
12609,2011-09-22 16:34:00,78,At Risk,Germany
12610,2011-11-17 09:34:00,23,Active,Italy
12611,2011-10-18 13:12:00,52,At Risk,Italy
12612,2011-09-26 15:35:00,74,At Risk,Germany
12613,2011-10-13 14:59:00,57,At Risk,Germany
12614,2011-03-07 10:22:00,278,Churned,Germany
12615,2011-12-07 15:02:00,2,Active,France
12616,2011-09-05 15:17:00,95,Churned,France
12617,2011-11-10 14:39:00,29,Active,France
12618,2011-11-18 11:10:00,22,Active,Italy
12619,2011-11-23 14:52:00,16,Active,Germany
12620,2011-11-25 10:20:00,15,Active,France
12621,2011-12-08 11:25:00,2,Active,Germany
12622,2011-04-21 16:39:00,232,Churned,Germany
12623,2011-03-08 13:50:00,276,Churned,Germany
12624,2011-08-25 15:04:00,106,Churned,France
12625,2011-05-12 09:54:00,212,Churned,Germany
12626,2011-11-16 16:06:00,23,Active,Germany
12627,2011-11-29 12:07:00,11,Active,Germany
12628,2011-12-05 13:15:00,4,Active,Germany
12629,2010-11-19 09:18:00,386,Churned,Sweden
12630,2011-11-30 10:48:00,10,Active,Finland
12631,2011-10-13 13:53:00,57,At Risk,Finland
12632,2010-07-07 09:39:00,521,Churned,Germany
12633,2011-10-12 11:40:00,59,At Risk,Germany
12634,2010-06-22 10:05:00,536,Churned,USA
12635,2011-09-11 11:04:00,90,At Risk,Germany
12636,2009-12-01 09:55:00,739,Churned,USA
12637,2011-10-03 13:46:00,67,At Risk,France
12638,2011-11-06 13:11:00,33,At Risk,Sweden
12639,2011-04-15 12:48:00,239,Churned,Sweden
12640,2011-11-16 11:52:00,24,Active,France
12641,2011-08-16 13:26:00,115,Churned,Sweden
12642,2011-11-14 15:03:00,25,Active,Germany
12643,2011-08-03 12:56:00,128,Churned,France
12644,2011-08-02 10:33:00,130,Churned,Germany
12645,2011-11-06 12:38:00,34,At Risk,Germany
12646,2011-12-05 10:14:00,5,Active,USA
12647,2011-11-17 12:56:00,22,Active,Germany
12648,2011-07-08 11:55:00,155,Churned,Germany
12649,2011-08-24 14:41:00,107,Churned,Germany
12650,2011-12-06 16:34:00,3,Active,France
12651,2011-01-09 12:46:00,335,Churned,France
12652,2011-01-12 15:00:00,331,Churned,Germany
12652,2011-01-12 15:00:00,331,Churned,France
12653,2011-07-14 10:41:00,149,Churned,Israel
12654,2011-11-29 10:10:00,11,Active,Germany
12655,2010-10-12 09:17:00,424,Churned,France
12656,2011-11-22 13:42:00,17,Active,France
12657,2011-11-28 15:47:00,11,Active,France
12658,2011-11-21 10:22:00,19,Active,Germany
12659,2011-11-10 11:53:00,30,Active,France
12660,2011-11-28 13:26:00,11,Active,France
12661,2010-09-29 16:46:00,436,Churned,Sweden
12662,2011-12-09 11:59:00,1,Active,Germany
12663,2010-03-25 09:40:00,625,Churned,Germany
12664,2011-12-01 17:07:00,8,Active,Finland
12665,2011-01-19 08:34:00,325,Churned,Germany
12666,2010-11-10 16:40:00,394,Churned,Israel
12667,2011-10-12 17:00:00,58,At Risk,Finland
12668,2011-11-28 10:56:00,12,Active,Germany
12669,2011-07-12 09:54:00,151,Churned,France
12670,2011-11-29 15:23:00,10,Active,France
12671,2010-04-12 16:30:00,606,Churned,Germany
12672,2011-01-14 09:20:00,330,Churned,France
12673,2011-12-04 13:55:00,5,Active,Germany
12674,2011-11-01 12:12:00,39,At Risk,France
12675,2010-06-04 09:49:00,554,Churned,Italy
12676,2011-11-15 12:25:00,25,Active,Sweden
12677,2010-06-02 14:30:00,555,Churned,France
12678,2011-10-28 13:04:00,42,At Risk,France
12679,2011-10-12 12:30:00,59,At Risk,France
12680,2011-12-09 12:50:00,1,Active,France
12681,2011-11-25 11:33:00,15,Active,France
12682,2011-12-06 10:00:00,4,Active,France
12683,2011-12-05 16:31:00,4,Active,France
12684,2011-12-02 09:53:00,8,Active,France
12685,2011-11-11 13:46:00,28,Active,France
12686,2010-12-03 09:51:00,372,Churned,France
12687,2010-08-16 12:12:00,481,Churned,Sweden
12688,2011-08-18 08:49:00,114,Churned,Israel
12689,2011-11-14 08:31:00,26,Active,France
12690,2011-05-18 09:09:00,206,Churned,France
12691,2011-11-11 16:49:00,28,Active,France
12692,2010-03-12 14:02:00,637,Churned,France
12693,2011-08-04 17:51:00,127,Churned,Germany
12694,2011-09-30 13:06:00,70,At Risk,France
12695,2011-12-02 13:22:00,7,Active,France
12696,2010-10-01 10:43:00,435,Churned,Finland
12697,2011-11-11 08:47:00,29,Active,Sweden
12698,2010-04-28 15:51:00,590,Churned,Germany
12699,2010-10-18 12:07:00,418,Churned,Germany
12700,2011-12-02 10:47:00,8,Active,France
12701,2011-09-21 10:47:00,80,At Risk,Germany
12702,2011-11-20 10:36:00,20,Active,Germany
12703,2011-09-29 17:52:00,71,At Risk,Germany
12704,2011-12-02 13:15:00,7,Active,Finland
12705,2011-11-24 13:17:00,15,Active,Germany
12707,2011-02-21 08:38:00,292,Churned,France
12708,2011-11-10 09:52:00,30,Active,Germany
12709,2011-11-24 15:38:00,15,Active,Germany
12710,2011-09-04 12:00:00,97,Churned,Germany
12711,2010-04-07 11:59:00,612,Churned,Germany
12712,2011-11-11 08:19:00,29,Active,Germany
12713,2011-12-09 12:16:00,1,Active,Germany
12714,2011-11-30 15:43:00,9,Active,France
12715,2011-08-25 15:22:00,106,Churned,Sweden
12716,2011-12-06 08:55:00,4,Active,France
12717,2011-07-11 14:47:00,151,Churned,Greece
12718,2011-09-29 16:38:00,71,At Risk,France
12719,2011-12-04 13:45:00,5,Active,France
12720,2011-12-07 08:03:00,3,Active,Germany
12721,2011-11-08 12:13:00,32,At Risk,France
12722,2011-09-15 14:50:00,85,At Risk,France
12723,2011-12-06 10:19:00,4,Active,France
12724,2011-12-04 16:02:00,5,Active,France
12725,2010-12-03 15:45:00,371,Churned,Italy
12726,2011-11-11 13:35:00,28,Active,France
12727,2011-11-29 11:46:00,11,Active,France
12728,2011-09-29 15:31:00,71,At Risk,France
12729,2011-08-18 11:40:00,114,Churned,France
12730,2010-07-06 12:19:00,522,Churned,Germany
12731,2011-11-16 11:59:00,24,Active,France
12732,2011-06-13 11:33:00,180,Churned,France
12733,2011-04-19 16:19:00,234,Churned,USA
12734,2010-12-22 12:47:00,353,Churned,France
12735,2011-01-28 13:37:00,315,Churned,France
12736,2011-01-11 07:57:00,333,Churned,France
12737,2010-07-29 12:29:00,499,Churned,France
12738,2010-12-02 18:27:00,372,Churned,Germany
12739,2011-09-22 13:00:00,78,At Risk,United Arab Emirates
12740,2011-10-07 10:44:00,64,At Risk,France
12741,2010-06-28 14:36:00,529,Churned,USA
12742,2010-03-24 12:43:00,626,Churned,United Arab Emirates
12743,2011-07-28 16:21:00,134,Churned,Unspecified
12744,2011-10-19 11:18:00,52,At Risk,Singapore
12745,2010-08-10 10:14:00,487,Churned,EIRE
12745,2010-08-10 10:14:00,487,Churned,United Kingdom
12746,2010-06-17 10:41:00,541,Churned,United Kingdom
12747,2011-12-07 14:34:00,2,Active,United Kingdom
12748,2011-12-09 12:20:00,1,Active,United Kingdom
12749,2011-12-06 09:56:00,4,Active,United Kingdom
12750,2011-08-03 09:13:00,129,Churned,Poland
12751,2010-09-21 12:49:00,445,Churned,Brazil
12752,2011-09-19 13:32:00,81,At Risk,Norway
12753,2011-11-17 10:52:00,23,Active,Japan
12754,2011-04-18 09:00:00,236,Churned,Japan
12755,2011-03-04 12:42:00,281,Churned,Japan
12756,2011-09-14 09:31:00,87,At Risk,Japan
12757,2011-11-24 12:30:00,16,Active,Portugal
12758,2011-08-15 10:22:00,117,Churned,Portugal
12759,2011-10-18 14:49:00,52,At Risk,Netherlands
12760,2010-09-10 08:50:00,456,Churned,Netherlands
12761,2010-09-08 12:17:00,458,Churned,Netherlands
12762,2011-12-02 10:23:00,8,Active,Portugal
12763,2011-07-24 14:12:00,138,Churned,Japan
12764,2011-01-27 10:19:00,317,Churned,Lebanon
12765,2010-08-24 13:51:00,472,Churned,Netherlands
12766,2011-12-06 08:46:00,4,Active,Portugal
12767,2010-11-29 09:38:00,376,Churned,Korea
12768,2010-09-15 12:08:00,451,Churned,Korea
12769,2011-04-15 10:25:00,239,Churned,Brazil
12770,2011-05-13 09:33:00,211,Churned,Japan
12771,2010-08-11 11:51:00,486,Churned,Portugal
12772,2011-10-11 09:19:00,60,At Risk,Portugal
12773,2010-05-24 17:30:00,564,Churned,Portugal
12774,2010-06-22 10:38:00,536,Churned,Netherlands
12775,2011-11-22 16:33:00,17,Active,Netherlands
12776,2010-02-10 12:11:00,668,Churned,Portugal
12777,2010-09-08 11:35:00,458,Churned,United Kingdom
12778,2011-11-20 11:30:00,20,Active,Netherlands
12779,2011-11-02 11:43:00,38,At Risk,Poland
12780,2010-04-20 09:40:00,599,Churned,Netherlands
12781,2011-10-07 10:37:00,64,At Risk,Czech Republic
12782,2011-12-05 09:16:00,5,Active,Portugal
12783,2011-12-07 15:56:00,2,Active,Portugal
12784,2011-11-30 15:38:00,9,Active,Portugal
12785,2010-12-10 13:48:00,364,Churned,Portugal
12786,2010-04-09 12:12:00,610,Churned,Netherlands
12787,2011-11-30 08:44:00,10,Active,Netherlands
12788,2010-09-02 14:21:00,463,Churned,Netherlands
12789,2011-10-05 13:34:00,65,At Risk,Netherlands
12790,2011-05-31 14:14:00,192,Churned,Netherlands
12791,2010-12-01 11:27:00,374,Churned,Netherlands
12792,2011-03-28 11:36:00,257,Churned,Portugal
12793,2011-01-09 12:12:00,335,Churned,Portugal
12794,2011-10-17 14:54:00,53,At Risk,Portugal
12795,2011-11-21 10:27:00,19,Active,Portugal
12796,2010-03-21 15:49:00,628,Churned,Netherlands
12797,2010-12-09 10:55:00,366,Churned,Portugal
12798,2011-11-29 15:52:00,10,Active,Japan
12799,2010-06-28 15:57:00,529,Churned,Japan
12800,2010-08-26 14:11:00,470,Churned,Portugal
12801,2010-07-27 09:38:00,501,Churned,Sweden
12802,2011-06-06 09:36:00,187,Churned,Netherlands
12803,2010-11-11 14:57:00,393,Churned,Netherlands
12804,2010-08-31 11:58:00,466,Churned,Netherlands
12805,2010-11-23 12:27:00,382,Churned,Netherlands
12806,2010-09-30 13:34:00,435,Churned,Netherlands
12807,2010-11-21 14:21:00,383,Churned,Sweden
12808,2011-11-03 10:05:00,37,At Risk,Portugal
12809,2011-06-15 10:51:00,178,Churned,Portugal
12810,2010-06-23 10:53:00,535,Churned,Japan
12811,2011-03-24 09:42:00,261,Churned,Portugal
12812,2011-10-26 09:54:00,45,At Risk,Japan
12813,2010-07-26 09:50:00,502,Churned,Netherlands
12814,2011-08-30 12:11:00,102,Churned,Poland
12815,2011-07-15 10:21:00,148,Churned,Poland
12816,2011-09-05 12:41:00,96,Churned,Poland
12817,2011-03-03 16:28:00,281,Churned,Austria
12818,2011-03-23 12:06:00,262,Churned,Austria
12819,2010-09-07 15:20:00,458,Churned,United Kingdom
12820,2011-12-06 15:12:00,3,Active,United Kingdom
12821,2011-05-09 15:51:00,214,Churned,United Kingdom
12822,2011-09-30 10:04:00,71,At Risk,United Kingdom
12823,2011-09-26 07:35:00,75,At Risk,United Kingdom
12824,2011-10-11 12:49:00,60,At Risk,United Kingdom
12825,2010-07-06 13:56:00,521,Churned,United Kingdom
12826,2011-12-07 10:25:00,3,Active,United Kingdom
12827,2011-12-04 12:17:00,6,Active,United Kingdom
12828,2011-12-07 08:45:00,3,Active,United Kingdom
12829,2011-01-07 11:13:00,337,Churned,United Kingdom
12830,2011-11-02 11:54:00,38,At Risk,United Kingdom
12831,2011-03-22 13:02:00,262,Churned,United Kingdom
12832,2011-11-07 13:30:00,32,At Risk,United Kingdom
12833,2011-07-17 13:46:00,145,Churned,United Kingdom
12834,2011-03-02 09:49:00,283,Churned,United Kingdom
12835,2010-10-08 10:59:00,428,Churned,United Kingdom
12836,2011-10-11 15:10:00,59,At Risk,United Kingdom
12837,2011-06-19 16:07:00,173,Churned,United Kingdom
12838,2011-11-06 12:20:00,34,At Risk,United Kingdom
12839,2011-12-07 12:33:00,3,Active,United Kingdom
12840,2011-07-19 09:29:00,144,Churned,United Kingdom
12841,2011-12-05 11:13:00,5,Active,United Kingdom
12842,2011-09-30 15:33:00,70,At Risk,United Kingdom
12843,2011-10-05 12:09:00,66,At Risk,United Kingdom
12844,2011-11-10 13:31:00,29,Active,United Kingdom
12845,2011-03-17 13:34:00,267,Churned,United Kingdom
12846,2010-01-26 16:29:00,682,Churned,United Kingdom
12847,2011-11-17 13:16:00,22,Active,United Kingdom
12848,2010-02-02 12:45:00,676,Churned,United Kingdom
12849,2011-11-08 13:41:00,31,At Risk,United Kingdom
12850,2010-09-20 12:26:00,446,Churned,United Kingdom
12851,2011-09-04 12:41:00,97,Churned,United Kingdom
12852,2011-02-18 08:47:00,295,Churned,United Kingdom
12853,2011-07-28 11:29:00,135,Churned,United Kingdom
12854,2011-09-22 12:15:00,79,At Risk,United Kingdom
12855,2010-12-02 09:37:00,373,Churned,United Kingdom
12856,2011-12-02 10:52:00,8,Active,United Kingdom
12857,2011-05-13 10:20:00,211,Churned,United Kingdom
12858,2010-11-21 12:55:00,383,Churned,United Kingdom
12859,2010-09-07 12:20:00,459,Churned,United Kingdom
12860,2010-01-15 15:22:00,693,Churned,United Kingdom
12861,2010-03-30 11:39:00,620,Churned,United Kingdom
12862,2010-10-10 11:47:00,426,Churned,United Kingdom
12863,2011-10-18 14:15:00,52,At Risk,United Kingdom
12864,2011-07-24 13:03:00,138,Churned,United Kingdom
